x,y,z,cluster,searches,appid
-6.514372,-15.815913,15.778138,0,"9587 Hwy 6, Meridian, TX 76665 9587 Hwy 6, Meridian, TX 76665 9587 Hwy 6, Meridian, TX 76665 b atm Mi Amor Mi Amor",5BFAC6BB-4221-40BC-A510-0AF4B20CFEE9
-7.310459,-14.288788,18.217892,0,"Fred COOPER  7906 Eastpoint Blvd Baytown,Texas 30.333468, -94.164987 30.333259, -94.165452 gas 30.333435, -94.165370 Fred Cooper Fred Cooper 7906 East point blvd Baytown tx Fred Cooper 7906 East point blvd Baytown tx 30.333616, -94.165058",5A255C99-911C-43F3-99A8-1CC3DA18653B
6.917151,-9.169068,12.080848,2,mgm casino Springfield mass MGM Springfield mass Fall River Fall River mass Fall River mass,34533746-0C42-4A8A-8EE0-FA2BB77ADCB6
-10.013222,-7.412841,11.524839,2,"coffee Sacramento ca Sacramento, ca Sacramento, CA",b0138adb-874e-4319-880d-19816b7fc81f
17.275192,-1.7728636,-9.645991,2,"Jimmy John’s 44.061044, -95.439950",B864208A-0082-4394-81E6-FE027AAD92DB
-10.719106,3.168646,11.167705,2,curling dr cielo dr cielo dr Hollywood Methylamine at Saint Charles Avenue,0E4A5569-083F-4A36-B3E3-700DCB8FA010
5.217839,12.175769,9.965602,2,harolds deli edison newjersey katzs deli katzs deli new york,35548108-4864-48cb-81aa-d047434ff5c8
-5.188656,-10.590417,13.384931,0,"el Dorado lake el Dorado lake 1140 grosbeak rd, Cincinnati, Ohio",7F756901-1C2C-40B2-8489-4E2224C1ED69
-12.976341,17.305706,5.0494704,4,grocery gas coffee grocery food gas,CF93FAA0-AE97-4CEB-B4BB-0D5C85CC5FE8
-13.162367,-6.9505033,-0.15818301,2,gas Toledo,c3f22d3e-0575-4d60-ab2c-4ccef61558a5
-8.106136,12.797118,-17.121365,2,billund airport BLL airport food gas coffee,594BDC30-1BA0-4077-8832-4B87A32AB70B
1.0820724,-1.7317162,22.17279,0,"country inn & suites, tuscaloosa, al 1952 Lakeshore Circle N.W.  Kennesaw, ga 1952 Lakeshore Overlook Circle N.W.  Kennesaw, ga",be647b9e-151d-4769-89e6-9091dceda287
4.870496,24.230951,-0.31160226,2,atm,DE52CDD9-9DDE-482D-BA23-8AD5AC738A8E
11.665416,13.111277,-4.638407,2,grocery,1401D756-B8DA-4198-A5B9-2BFCF09BD0F1
-3.4461777,-11.805428,23.240664,3,Leah aven Leah avenu Leah ave Stanton texas is Stanton Texas Eagle Pass Texas Stanton Texas Stanton Texas Stanton Texas 2211 del Rio boulevard eagle Pass texas 300s Stagecouch trail San Marcos Texas 213 Norte ixotencal 213 Norte ixotencal Piedras negras coahuila,b916fa5c-c494-4968-849a-2f19c19be240
11.655416,14.357233,-15.215767,2,grocery food,042699FE-4841-4D3A-B947-B3E71E7DAFD1
3.3002157,-8.688518,19.18715,0,Pittsburgh Pennsylvania Spring Valley Ohio 117 high st Linda Ohio grocery atm coffee food,458D537F-C5B7-4563-A169-83CE1B6AC94A
13.879888,10.661144,-2.4858932,2,grocery,7CB90ECF-D55F-4F9C-ADDE-84F1EA522EB8
-5.4118843,-16.59779,15.679257,2,Nocona Tx Ardmore okla 2119 casino rd nocona Tx atm coffee,12B0BDA0-5305-4647-B4D6-4F08C754F3EA
-5.781169,12.1845045,-17.51262,2,"Timonium Timonium , md coffee gas food",33B2AF70-FE7C-4C82-8FE5-4BEE26D93ECD
2.6404166,-4.199279,-26.63483,2,coffee,af0dda72-22e5-4935-9303-4e70b1eec097
-0.40401992,-16.183128,9.123549,2,"Terlingua, Texas",e67de897-b7cd-4c43-aa6f-af609835d92b
-18.574505,22.397024,6.828166,4,food food coffee food,35D6805C-4E89-48DD-8332-7EBFA1E0BB62
-21.942673,7.522413,-11.957004,2,gas gas,9041d01a-5df4-4292-bfdc-24556534d6c3
-16.338057,-14.431941,-4.0995464,2,gas,1A5DF21A-24D8-49B8-91B3-CE396EFB040D
19.268713,-15.979898,8.469434,2,COLUMBUS ms COLUMBUS ms COLUMBUS ms,0B700356-730C-4672-ACD8-3BDF7F6B5FF7
-1.4336165,20.856222,-2.9414554,2,72 golden lane lecturer no 72 golden lane Leicester no 28748 161 pecan drive liberty sc atm gas atm,2FFFCB46-E595-43E8-9966-39CCB47E6F1B
7.723224,-2.543533,5.860262,2,1026 silvertip rd 1320 rossland trail wagon road 1380 trail wagon road 1380 rossland-trail wagon road,C698E478-7A47-4E9F-98C6-7F3D9B4A7680
3.6124988,4.93994,10.689458,0,ray our and Flanagan raymour and Flanagan watch raymour and Flanagan Watchung NJ.com raymour and Flanagan Watchung NJ.com 1622 larkspur dr mountainside NJ.com 1622 larkspur drive mountainside NJ.com,9AC3EE09-7DB8-4FD0-8D04-0F3193E98A5B
7.241973,3.0679905,4.9468,2,5444 Fenwick avenue Cincinnati,ce99c4b0-4d8c-47f1-8024-9bea54b334e0
12.468721,-19.387669,12.719003,2,"rankin,il rankin, il. pigion forge, tn 41.550719376709964,-87.26005368377213 pigion forge, tn",8f5d1cd2-b519-4c9d-9fed-6a6a035ae0ff
10.168625,2.8075018,-3.45257,2,the Georgia traverse smith gap road Helen st rainbow city al,8760412D-30A5-4903-BA60-0EC40BD6C67A
4.646447,26.619291,-2.4904633,2,atm,09585f78-a4a1-4349-83df-f41fbe96af82
-1.7271291,24.800848,-12.658919,2,atm restaurant 14243 co 65 14243 vo 65,3adc9380-abf1-4426-9578-6173bce70e2e
-1.8735919,-16.82475,11.742107,2,Houston texas,750f7efb-8960-4278-b487-3a3670efdcc3
25.998644,-0.03466127,-5.5684185,2,home depot home depot broomall pa,7AEAE8DB-AF2F-46B7-A7FC-4073E586CBAF
10.196162,8.8877535,-2.3613846,2,my thai Nearest costco 82422 miles Avenue Indio,22363024-0e96-47fb-87b1-de50481b24e5
7.4570913,-6.8444057,9.178816,2,2630 Rubel drive orrville Ohio 314 eaat Bergey St Wadsworth Ohio,c8719104-2bc8-4d95-bc4b-b16f7643cf63
7.1544576,24.7056,-1.1521101,2,"32.76813751743593,-97.08780848670565 32.770430844763865,-97.08466542290188 32.76806163952489,-97.08778431734869 atm 32.899588730847285,-96.96995525415963",b8ae5003-8894-44cd-8f80-0d2e8784bcdb
-8.045881,17.7884,-18.918404,2,coffee atm coffee gas,C1A7E9D7-4683-4CDC-A2CA-BC8A3E694C5E
-7.3089676,10.595819,-25.80465,2,gas coffee coffee,B84C88B6-1615-4E50-A365-03D6C5DDC106
8.207061,-14.060961,-9.967683,2,4635 Verlander way,C8F690CE-A3F5-4CD7-A311-F96468CA24F9
-14.624568,7.800793,12.581241,4,"restaurant 1537 Cavendish Ct
Kernersville, NC 27284 gas gas gas gas gas gas restaurant restaurant restaurant restaurant restaurant restaurant restaurant restaurant",a0fa4ab6-2c86-4077-8824-0a164aa8ed5f
-10.143677,8.105393,-7.770944,2,gas grocery 69 Walter Tunny,2a73e183-4b06-4eeb-8363-d9f1907e665a
-24.035732,8.2335825,10.432972,4,grocery restaurant 'Food'dominus dominos dominos dominos pizza,9fe7dbe2-b443-4417-82d3-c79bfd809c4e
16.176682,-11.805542,3.384991,2,"gas 23B Brockman. Dr. Charleston, SC",99CA44E0-2237-4127-98BB-CC28C4AA9162
5.186747,-10.026048,2.1007895,2,"46.039908039758046,-67.9080586124074 bridgewater maine",36281650-c543-41ef-877e-5cf3f0651db1
-20.13185,10.167717,-7.220476,2,gas gas fuel florence mt florence mt,2D3B2E38-33C5-4DDB-8446-107907A943D3
23.046856,-2.1646736,5.512975,2,"Damascus camp centerburg, ohio Fremont St Joe Catholic church",4f229f4e-0bed-4ad1-9c5d-6b28dc0a5b55
-12.10517,0.42777252,-12.44219,2,restaurant gas,c7ee3e03-5a2f-49a8-91e8-35812c85a484
16.925177,-12.190856,9.890397,2,"Georgetown sc 3153 pine hill dr
shallotte, NC 28470",14c87454-cfcb-4aa7-9256-761a9b497be4
-5.993819,1.4754001,-14.886309,2,restaurant restaurant,bc20ab29-00ca-4faa-8443-5e499a48723e
-25.381805,14.386523,6.180169,4,coffee gas coffee grocery cannafax rd Barnesville GA,41E0D773-348A-4D10-9223-710F048A3955
-20.0696,-8.851677,-2.617246,2,gas,85c1a2f2-91d7-46ee-892a-b6bbb6d32002
-9.695682,-0.67589724,7.1775126,2,"2050 Goodrich rd. crowley la 70526-9801 30.232203951348424,-92.42084490540387 coffee 6422 hwy 107 south Dupont la 30.307930935843643,-92.43081123506491 30.31163561732633,-92.30414840324782 30.311763011554618,-92.30409534271226 30.31173763795688,-92.30406320404016 30.311635121827095,-92.30414959189359 30.311636638130764,-92.30414795732226 30.31182207883269,-92.30398659721006",3d3b2308-463a-4461-810d-e3c8ef454d83
0.10932058,-8.636486,14.126631,0,"22404 sauk trail 22404 sauk trail. Sauk Village 22404 Sauk trail. Sauk Village Los Angeles, CA 41.483430598584846,-87.58241873517953 41.48340921981256,-87.58200921346024 no no no no",6e9c8b21-4302-444a-8ab4-c59f7ef02732
-0.2677312,-0.23401411,27.04003,3,"petro Rochelle petro Rochelle petro Rochelle petro Rochelle petro Rochelle, il petro Rochelle, il petro Rochelle, il petro Rochelle, il petro truck stop, Rochelle, il petro truck stop, Rochelle, il petro truck stop, Rochelle, il petro truck stop, Rochelle, il gas Rochelle, il gas Rochelle, il gas Rochelle, il gas Rochelle, il Rochelle, il Rochelle, il Rochelle, il Rochelle, il Rochelle, ILLINOIS Rochelle, ILLINOIS Rochelle, ILLINOIS Rochelle, ILLINOIS farmer city, il farmer city, il farmer city, il farmer city, il",b57ea84a-7162-4ebe-bb6b-b2f8052e3396
2.1715782,9.000344,-15.716944,2,coffee grocery,87e9de84-b0ad-4b63-b9cd-fdff81921ad1
1.4912122,9.845071,14.445354,0,"222 Main Street, Orange,NJ08050 17 South Street,Orange,NJ 07050 17 South  Center Street,Orange,NJ 219 S center Street,Orange,NJ 248 Reynold Terrace,Orange,NJ 127 S. Day Street, Orange,NJ",6FB53981-EE52-4725-9EC7-CDA54FB206DA
17.497091,-1.583405,14.880017,2,Pt St Lucie Fl,4645BA7A-7CF7-4888-95F5-DABF15C1E2E3
-15.832748,10.817736,9.584964,4,grocery gas coffee gas grocery restaurant restaurant,3cee1dc4-4273-4152-bae0-70375cf4e5f6
3.798157,11.762705,15.687999,0,"Empire state building, Nyc 101-28 116 st,Richmond hill ,ny 101-28 
116 St
Richmond Hill, NY 11419
United States Richmond Hill,NY 60 Lexington ave, New York",dad2b882-a68b-4128-b1c2-60b2a99eef76
-2.9856083,-6.8742094,2.288279,2,highland pk il,8e2dac07-0356-4e52-96a4-71e005e3b280
8.316438,-15.519837,-2.249104,2,"Hutchinson, mn",c048e1d2-09b7-4046-84d3-50a6193163b3
-23.116343,6.6766267,-12.881479,2,gas Athens ten gas,BE92288E-1805-422F-96E6-C66370F47C5C
6.3226867,0.77577144,-15.985313,2,hospital emercengy hospital,878a2d24-69f9-4e73-8ee2-2b2a8a28d33e
13.884037,12.837802,-6.8372245,2,grocery,29CC302D-EDE4-49DA-8794-D68A550EF645
15.311199,-2.1264005,-8.758673,2,"Hawkinsville opera house America’s, ga",0C71E390-F4DC-4176-B7CD-CE14E7ED9D87
-2.4592104,-0.6739849,7.130794,2,1667 Parkcrest Cir #100 Reston VA 20190 United States 1667 Parkcrest Cir #100 Reston VA 20190,4A30E832-73CD-4178-98E2-AB6594552B96
7.1363363,-8.147958,-24.123653,2,coffee,FD4EAE7A-E5EE-4266-87DB-F2A982ED2604
-20.920881,8.161275,5.4920096,4,gas restaurant coffee grocery atm,da71944f-b3b9-4aad-9b22-3f4b908312a4
-9.07555,17.927952,-15.920464,2,coffee atm gas,02DCA385-0B2B-4866-91E4-346AC55CF4C9
-15.010513,-10.595396,-2.8250222,2,gas,e9e2b9a3-3e7e-49e6-99b6-6e35ebad641b
9.515461,3.810546,10.804621,2,"gas 45.73082727563943,-122.54905893349112 14505 Northeast 20th Avenue Vancouver Washington 98686",293de293-59fc-4e5d-b232-d7b861236a3b
-23.763964,13.706594,2.6692266,4,gas grocery atm coffee,a41cd913-dc05-4b29-a9ec-1a5847b0590e
-13.7532835,-12.30671,-3.5119243,2,gas,a442e22a-c944-49c2-948a-4b9b4c89aa8a
12.142872,-2.9125466,-6.5355988,2,bezirkshauptmannschaft vöcklabruck,f4644242-faee-4de1-a87c-2d4c47557ad4
15.092313,3.5734124,-18.33801,2,food,20759042-E1FB-40E9-A6DB-902224CC50B6
7.9150443,10.599001,-19.837395,2,food coffee food,6A7BFA59-92B4-4BF1-BB70-1DEFCB080008
7.620944,7.8130794,6.164751,2,110 Stanton street NYC,837D08DE-624F-4727-ADE8-C4E6A4EB1A7B
-3.998172,2.7790515,-17.318647,2,restaurant restaurant coffee,cd39f108-b0b5-446b-bd0e-cbd0fc95b945
11.647465,4.041583,9.127102,2,921 NE 13th street Oklahoma City ok,7C62FCA0-3BAD-45E2-B621-67B0AE4BA4EE
-13.719522,6.298483,4.916054,4,"coffee state of Vermont vermont Vermont vermont Laporte., In gas atm grocery Vermont coffee coffee restaurant gas",dc8b2328-9c52-4a10-a649-99a95bcec7c6
-16.338057,-14.431941,-4.0995464,2,gas,7de399a9-22ad-401a-8233-de942c571e30
24.129274,-2.595224,2.4753358,2,"30.100149, -82.662518 coffee church orchard community church",9CA95E80-E2FD-4A8B-ABF8-DE5159ACE693
-1.0921079,6.747981,4.603914,2,Mansfield PA Mansfield PA Mansfield PA,6c446bda-efbe-46f7-8fcd-ad7764b898bf
20.876783,-3.9827175,-7.4357862,2,"30.463573, -88.880063 this is Home",558E40C4-CF19-49C8-BC58-91793D106690
-23.215275,13.874417,2.69621,4,293 dunmoundave gas grocery atm coffee,1FFBEEAE-CAB2-4869-BE51-C310F2708DB6
-1.2445517,9.590905,-25.980543,2,coffee coffee,DC5C8477-0BCB-4B0B-B48C-32F7C93E4CD0
9.884399,3.070681,4.726759,2,7400 Jordan ave..Canogapark 7400 Jordan ave..Canogapark,11C883A4-1BE1-4DD8-815C-4360B5DED225
-11.18354,-14.140603,-6.400199,2,"43.272481, -75.445790 43.270754, -75.443419 gas",C041FE10-34C4-4685-9EB6-706FC7F64A7E
-1.9686697,4.49916,2.1243532,2,Harrisburg pa gas,11AD0B79-40F2-469E-A6B1-8161F954E114
-15.098324,9.448854,-15.558059,2,gas coffee gas,837b11d4-51c4-4343-8b45-ac25fd5a2462
-1.9833878,4.330783,22.440674,0,102 W 8th St Summerville SC 102 W 8th N  St Summerville SC,2E8C3CEC-BA15-4251-924D-3FFE59DA0F3D
-1.660322,-0.23128866,-14.036245,2,"virgina beach, Virginia brinkley McDonald's McDonald's McDonalds",8c0c4e46-c63b-4b68-a91e-4b50aeb6918f
-13.088531,3.978594,-19.187027,2,"burger king 40.714019, -73.785613 ideal 40.713923, -73.788460 coffee gas 40.714521, -73.774170 40.714000, -73.785499 40.714009, -73.785604",FC81F52F-DB01-4128-9FC6-6CBBB0612E3F
14.598885,2.6212714,-17.516813,2,food,A2BFA99D-DF22-40F8-8F98-A2440C53268E
4.6786737,-6.684292,-31.509047,2,coffee,be79f914-81dc-4ada-a719-7f2457f10e3e
-9.18961,2.6246703,0.97981566,2,"8700 Riley Drive,  #517,  Little Rock, Arkansas. 72205",766f126b-ab35-4c85-9657-2ea3a2925a4b
-3.0328639,-8.238157,3.2756183,2,Erwin TN 95014 S Frontenac Aurora IL,DC992065-92B4-4FB6-8140-057961A399B1
3.9069047,-11.269354,-13.296882,2,Montego Bay airport,FB4009D3-A181-465E-87ED-46DDD84CDC44
-17.359493,9.865245,13.230053,4,restaurant coffee grocery atm grocery christmas tree shop restaurant restaurant restaurant,81af4085-2060-4954-ba06-fb0b0760abea
0.11166532,20.883743,-19.111538,2,coffee atm,c92611f8-c575-4c61-ab67-c9a32aa1a706
-6.535445,13.813221,5.7175956,4,Logan Ohio gas station and price gas station and price gas gas station and price gas station and price,48E6AA6E-7DD4-4410-9949-B7DB76B5AC3E
2.1499987,-17.048943,-11.358186,2,rapallo Italy,fb9bb17e-82bc-497a-862d-2e47cfb92495
-6.408717,-13.235727,12.364202,2,11655 Altoona dr El Cajon 92020 11655 Altoona dr El Cajon 92020 no touch car wash dicks,825A1DE2-101E-43FD-A494-80DCB94E75F7
13.31213,-19.731726,1.165495,2,Columbia mo,a66092fe-4add-488d-98ef-fdd9a9709fc0
7.750035,27.702896,-2.3152173,2,"29.206418, -96.252444 29.206596, -96.252122 atm 29.375940, -95.924152",C02C84C5-813A-498A-B99F-5C2CEA36796E
-18.327074,-6.9534755,-2.0925388,2,gas altheimer arkansaa altheimer,0cf7a40e-9276-4bf1-909f-d3d96dae0fc6
-22.684109,8.686676,5.3294854,4,"coffee gas grocery restaurant atm 40.57868825012213,-79.99155683907303 40.57882476669877,-79.9913825273811 40.578436324693,-79.99199980949118",12c92e86-e95d-4bc9-a61d-c4e520a62f14
-8.249716,12.474298,8.005985,4,gas gas restaurant gas gas gas gas gas gas restaurant,a016d813-c9fd-42c0-810e-0220b138a449
17.909496,5.0969906,-22.322775,2,"672 country road 626 mentions, al food",64A1BA1B-B1B0-4DCB-9471-44004E6CA73A
1.5448678,1.6396791,-20.769863,2,stone brewery stone brewing stone brewing grocery,E55145D4-FD23-4766-8B95-2694D20B879B
-9.785047,-4.467536,14.554525,0,1012 Michigan Avenue Santa Monica ca in and out vons 2417 Wilson Avenue Venice Ca,9B5BBA04-510B-4325-89F4-95A12CB771AD
1.8659773,-24.460428,-5.0012245,2,1 jewel drive Wilmington Ma,0B0E1C7E-D64B-4DFD-96C3-308FF6F81F62
13.032946,-0.64715785,5.10884,2,13 mary hadge dr olive garden wolf rd albany herrason street glen falls,AE32FA14-7642-4909-BB44-DFB7386804AA
15.798747,-8.611638,-3.374928,2,"9090 Wesleyan Rd, Indianapolis, IN 46268",bc9b01e5-d964-4449-aae6-f9e07f20e861
22.011835,-4.0757303,11.1036,2,"1660 columbia way, Seattle 1660 columbian way, Seattle",4a0273c8-9501-4afc-9d81-09ed9d5ef5d9
-15.353807,6.0896363,-10.192892,2,gas kfc wizz kfc listra lystra imports gas,56c51fa6-ae8c-4b9f-b165-00946e3f1213
24.107372,-3.3949072,-4.147525,2,"home land, Florida",0d832670-2be1-4d26-a0c4-7569e67fd0bd
3.1954737,25.146559,0.6200968,2,atm,1A4CD3C2-0CD6-4FF2-AFB5-EFC42FF4DBF8
7.0455813,-11.077944,-7.429455,2,3 miles,33265850-7e11-4c6f-b251-42a2a5223bce
-21.69989,19.678036,4.3728895,4,grocery coffee food atm,25529FD6-0D18-49AF-B0B7-8444A6E95275
0.7709324,6.5599537,17.062864,0,point du bois manatoba point du bois mb point du bois manatoba Canada 44 East jimmy Leeds rd Galloway NJ 44east jimmy leads rd,B789A17B-C69E-48B8-8C56-ACA00ADE5235
13.632604,-16.432627,-15.067242,2,work,fd4cc32a-6ccd-4eb6-866b-9923c0b93af8
6.549095,-6.2255774,2.956613,2,869 hwy 25 guy arkansas 869 highway 25,698de5b5-08d5-4934-951f-aeec20f131c3
-6.7537427,-0.45530897,-1.9533193,2,"40.654274, -84.139732 wawa, Ontario V363 State Route 108 41.481571, -84.134856 40.528095, -84.227054",A2D97A00-9A0B-4A15-BA99-ADB15EC877BB
5.553802,-13.904798,2.710325,2,Remington,A16B1FD4-F244-4C20-99DD-39D3829B6DAC
15.561914,4.8884683,-14.703344,2,manhattan food,21599F6A-1217-4DBE-8F07-817FF91803D5
6.257921,26.000168,-0.8242511,2,atm,332B7B9C-5B9C-46FC-88F7-A365A6E62599
-0.8761424,-5.989307,20.097733,0,coffee food gas grocery gulf shores 24700 Perdido beach boulevard Tuscaloosa grocery al state capital al state capital al state capital montgomery al,D8A32D6A-547E-4BA7-9890-110772B9F51C
-16.18335,17.476692,5.380629,4,food atm grocery coffee gas grocery,D09A7218-5F6D-439B-AFBE-877F130BF794
-15.731109,15.008784,8.511379,4,food grocery atm food gas coffee grocery gas atm,763112AF-E78B-4307-901C-34C9C2D7D431
-17.070753,1.0448905,-7.8316984,2,food gas 2124 Lori Drive Wilmington DE,7CB580D8-C956-4A7D-B0CE-54441FE1961C
-9.55905,5.9766316,-21.162882,2,gas coffee,7E3EF1E2-CAEC-4FBE-94B7-1907B0D5C2E6
13.6164255,5.4615626,8.429503,2,6115 NE 36th Ave,5082E463-385A-4311-9B63-4F61AE26C849
-17.494083,19.15455,9.038639,4,gas grocery food coffee atm food food,CC4C0713-7A27-4AAC-B571-FD609C6DED32
16.780058,1.1967814,9.365407,2,"109 Walton st, Smithland it 109 Walton st, Smithland ky",78CA18A9-DC77-4728-95A2-51AFDBEEA709
11.653851,14.261977,-14.534686,2,grocery food,61751482-949F-4F89-96BF-8436398A9453
-19.795279,15.074455,3.5896502,4,hồ chí Minh City gas grocery atm atm Bank of America coffee food,76759C77-BFD9-42FB-92C0-968416B6B434
11.848899,-17.773094,10.051758,2,franklin tn,0587B5E3-CC0E-4F60-A56D-8E818CAA8080
17.587944,2.3549752,15.908177,0,Starbucks 1538 be 21st Ter Jensen beach for 1538 be 21st Ter Jensen beach Florida food,D35766B3-588B-4DD9-B8D0-6706ECE6BA1A
13.522775,-16.390678,-14.091282,2,done,ACA6F71E-452A-4C65-A434-5FD00628F6B6
21.495035,-1.9710501,1.0561202,2,135 Martino chapel Lane 1335 Martino chapel Lane,457086bb-6302-4a4f-81b5-89db6bb2b3ce
-0.64650065,22.079052,-15.89733,2,atm coffee hotel in Perrysburg,6808EA74-898B-4EA0-9066-2D1803401DA6
-0.83520764,10.648424,-25.646893,2,coffee coffee,2AE98FA4-1E14-4F5C-A55E-BDAE8F7C9122
7.228196,-9.574107,-0.3093796,2,Tuckerton NJ,3a807999-5e7c-4438-8ac9-14781e538d07
6.471143,-4.4131465,-22.503212,2,coffee,A114C0E2-EDAA-4480-9480-C92E0084DBC6
-6.3490467,15.951917,-15.615582,2,atm food gas coffee,9353EC87-B048-4DE9-A16F-DF1FC47F59DA
18.370203,-16.008419,-8.585148,2,no,D9AA896C-E1E5-4D4D-9512-9EE165620EE7
-0.38868782,20.662779,-1.222792,2,"atm joliet Illinois 43.651706983714575,-89.20307153748614",f4067082-959b-4491-a23e-d8b4fd558fb8
6.636551,-7.849969,-3.0100803,2,. 22 water st Cuba ny,83ee553d-f45b-476c-8414-a29dabbba043
-7.6676307,12.727081,6.837454,4,gas gas gas gas gas gas gas,3c3e0c72-33b4-4fa0-870a-1b20f9af9b6e
-6.7840586,8.427831,-14.982399,2,"115 Abbey Court Ramsey, NJ 41.027512, -74.166888 41.027399, -74.166717 gas coffee grocery",AA320A91-929D-436B-88D0-5E26E04B8321
-14.90691,7.6455555,-8.924433,2,gas gas grocery,62C6B56E-D7C9-43B3-B3F5-76C5560E329E
-13.347004,18.462578,2.8800907,4,town pump town pump atm grocery gas grocery,FC4E9F02-8B5D-4712-AC14-254DAADA1B83
-20.196184,15.790145,1.1277264,4,coffee gas food atm 3660 Lafayette Road Portsmouth grocery,3FD83AEF-75AD-4B78-9D5D-A89743F7150C
-11.921662,-4.493678,15.452249,0,hotels in New Mexico hotels in New Mexico 515 Alameda st suit D Salinas ca Eastside st San Jose ca,FD42FCF4-945D-46C9-B2EC-AB139770646C
18.165028,-13.04102,-1.2377851,2,634 Patricia dr se,2C2B4F6A-F48B-4775-ACDF-76152DBE9429
7.927845,-10.974883,15.169278,2,1931 Columbia Blvd 1931 Columbia Blvd Portland Oregon,5807dca8-35fe-4053-b2b7-c0e2f48ea87d
4.0919805,-22.3971,-8.277209,2,Expo Birmingham al,0FDB0B5E-EFE6-4279-B19A-FA1C87808979
-12.825868,13.607047,14.792346,6,"coffee 40.96060248702506,-73.72979788911158 40.72114298778175,-73.90699325889143 40.64418366599381,-73.78091753996053 coffee coffee coffee coffee restaurant gas coffee atm gas restaurant 40.72172166992527,-73.80948116763132 40.72015894753443,-73.80964485380588 home if u look out the window u'll see it ice cream ice cream ice cream ice cream ice cream ice cream emma's house home flowers flowers ice cream flowers flowers ice cream atm atm coffee grocery restaurant gas restaurant restaurant bathroom restaurant 40.70578260082033,-73.92789097422792 restaurant gas restaurant gas restaurant restaurant restaurant restaurant gas gas restaurant gas restaurant coffee gas",7af114bc-ed3e-4468-aec1-5c87f2c277eb
-4.3550754,-2.3049917,17.915604,0,667 Creekway Dr Irving 12763 Shell place Playa vista cedar Sinai Gi 3733 Vienna st Irving Lucas Dr dallas,bbb9c252-60b3-4502-8e97-a7776c1dffc6
0.5399627,8.795627,20.862206,0,710 73rd Way N Brooklyn Park Minnesota 55444 710 73rd Way N Brooklyn Park Minnesota 55444 710 73rd Way N Brooklyn Park MN 55444,6A322300-0C3B-438C-949D-BDDED42F15A6
-1.2137777,0.2906844,27.252998,3,"5000 washeon rd st charles mo 5000 washeon rd st charles mo gas gas Charleston mo Charleston mo restaurant restaurant 5000 washeon rd st charles mo 5000 washeon rd st charles mo 38.04263836712383,-84.42741633771325 gas gas Charleston mo Charleston mo restaurant restaurant lexington kn lexington kn 904 east roanoke st Blacksburg  va lexington kn lexington kn",039bbdeb-b227-402d-b757-329188f67af6
-5.9054337,17.054886,-10.3783,2,gas atm food,DDD5B9C9-A76D-4C4F-B7DA-02633BF72487
-9.336546,16.933147,-14.708245,2,atm gas coffee Walmart,7C2EDBF3-5937-405E-821C-A1A284E8E81C
9.675016,-14.21864,-2.5533464,2,"5923 North ShoreDr. Duluth,MN",a19946f2-2b6e-47f6-b589-5f77d2c163fd
-8.274973,-1.5124298,22.60449,3,"coffee gas grocery food 47.762551, -117.406560 food atm 47.763035, -117.408980 Prospectors Tomato Street food good samaratin Spokane hospital Spokane hospitals 47.709198, -117.406780 Good Samaritan Good Samaritan Hospital Good Samaritan Hospital Sacred Heart Hospital Sacred Heart Hospital Clinkerdagger restaurant 621 West Mallon Ave Spokane Clinkerdaggers gas klinkindaggers food klinkendaggers Clinkerdaggers Restuarant 621 W Mallon Ave food 2800 East Rowan Spokane 2800 East Rowan Spokane WA 2800 East Rowan Ave 2800 East Rowan Ave Spokane 2800 E Rowan Ave Spokane WA",C792F1B5-54CC-4534-9507-7F0D789F3CC5
-8.74707,1.9660882,-13.730409,2,battle creek battle creek.mi restaurant restaurant fredericktown gas,d9eba773-c172-4fcf-9c90-46d8d151d120
1.1982509,-1.859334,-27.809185,2,coffee,e3dbd483-6f31-4122-bbb9-2f3edc73b07f
-7.223909,-5.809664,22.253622,3,"1415 Big Valley Dr. 80919 4914 Hawk Meadow Dr
80916 1415 Big Valley Drive 5536 Pioneer Mesa Dr, Colorado Springs Colorado 80923 wellco wellco hardwood 2755 E Las Vegas St, Colorado Springs, CO 80906 5854 Brennan 308 cascade 3109 cascade 3109 n cascade restore habitatrestore habitat restore 411 S Wahsatch Ave, Colorado Springs, CO 80903 540 Thames Drive 
Colorado Springs, CO 80906 684 la bourgade point 80906 38.783805529626164,-104.74197025023993 metal products 3436 Sinton 2660 hearthwood",d3f027a8-f726-4b79-8d64-b7a73ece8028
-15.6335,-5.9935975,10.731447,2,"1465 japaul lane San Jose 1465 japaul lane, San Jose",AEDDA447-E0A8-43A2-8D19-81A0D4167E82
0.59318715,10.943152,-28.08274,2,"grantham, nh coffee coffee",00aab084-11d2-4b11-ae9c-94cba6b62c9e
3.1558864,7.5203037,6.5612965,2,2 Pucillo ln Somerset nj 2 Pucillo ln Somerset nj 2 Pucillo ln Somerset,B865F0B0-585C-46E8-9C1B-C6B745C3F9AF
-8.389583,-18.66741,5.4009967,2,"Seligman, az 1947 leisure lane Mohave city, az historic.  Rte 66 general store historic. Rte 66 general store",ad67bb7a-44df-4b00-b098-cf41daa68927
-14.289108,7.7864966,10.4422865,4,gas gas restaurant restaurant gas gas restaurant restaurant,ecbeaa0c-9513-43d5-aa7a-2c4deafa009a
